"","a1","g6","rho","beta2","Ze_1.0","Ze_2.0","Ze_3.0","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0"
"46",-1.5,0,0.75,-1,0.0410654,-0.0704575999999999,-0.00034080000000003,4,1,2,3,4,1,2,3,3,1,2,4,4,1,2,3
"47",-1.5,0,0.75,1,0.0830358,0.1311896,-1.07999999999775e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"48",-1.5,0,0.75,1.5,0.0804417000000001,0.1377125,-0.000290899999999983,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"49",-1.5,1,-0.75,-1.5,0.0433276,0.047667,-1.49000000000399e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"50",-1.5,1,-0.75,-1,0.1047251,0.1941175,-0.000303100000000001,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"51",-1.5,1,-0.75,1,0.2019881,0.4784484,7.45000000000884e-05,3,4,1,2,4,2,1,3,2,4,1,3,3,4,1,2
"52",-1.5,1,-0.75,1.5,0.1985042,0.4790916,-0.000102500000000005,3,4,1,2,4,3,1,2,2,4,1,3,3,4,1,2
"53",-1.5,1,-0.2,-1.5,0.0440288000000001,0.0474536999999999,-7.44999999999774e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"54",-1.5,1,-0.2,-1,0.1049033,0.1945422,-0.000129599999999952,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"55",-1.5,1,-0.2,1,0.2022111,0.4779677,0.000148400000000048,3,4,1,2,4,2,1,3,2,4,1,3,3,4,1,2
"56",-1.5,1,-0.2,1.5,0.1988446,0.4795371,0.000307799999999969,3,4,1,2,4,3,1,2,2,4,1,3,3,4,1,2
"57",-1.5,1,0.2,-1.5,0.0437063000000001,0.0476524,-0.000190300000000088,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"58",-1.5,1,0.2,-1,0.1045888,0.1940307,-0.000336299999999956,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"59",-1.5,1,0.2,1,0.2025643,0.4778734,-0.000385600000000097,3,4,1,2,4,2,1,3,2,4,1,3,3,4,1,2
"60",-1.5,1,0.2,1.5,0.1993463,0.4795454,-0.000139800000000023,3,4,1,2,4,3,1,2,2,4,1,3,3,4,1,2
"61",-1.5,1,0.75,-1.5,0.0440602999999999,0.0477065999999999,2.879999999994e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"62",-1.5,1,0.75,-1,0.1048154,0.1940854,-7.63000000000291e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,2,1,4
"63",-1.5,1,0.75,1,0.2022964,0.4780789,-4.01000000000984e-05,3,4,1,2,4,2,1,3,2,4,1,3,3,4,1,2
"64",-1.5,1,0.75,1.5,0.1981294,0.4794271,-8.66999999999951e-05,3,4,1,2,4,3,1,2,2,4,1,3,3,4,1,2
"65",-1.5,1.5,-0.75,-1.5,0.0510253999999999,0.1228527,-0.000404100000000129,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"66",-1.5,1.5,-0.75,-1,0.1240895,0.2758385,-0.000484099999999987,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"67",-1.5,1.5,-0.75,1,0.195531,0.4644953,3.07000000001612e-05,3,4,1,2,3,4,1,2,2,4,1,3,3,4,1,2
"68",-1.5,1.5,-0.75,1.5,0.1900805,0.4515668,-0.000211200000000078,3,4,1,2,3,4,1,2,2,4,1,3,3,4,1,2
"69",-1.5,1.5,-0.2,-1.5,0.0511075000000001,0.1227645,-2.19000000000191e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"70",-1.5,1.5,-0.2,-1,0.1237815,0.2756671,-0.000363400000000014,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"71",-1.5,1.5,-0.2,1,0.1952698,0.4647895,-9.24000000001035e-05,3,4,1,2,3,4,1,2,2,4,1,3,3,4,1,2
"72",-1.5,1.5,-0.2,1.5,0.1903715,0.4518229,0.000115599999999993,3,4,1,2,3,4,1,2,2,4,1,3,3,4,1,2
"73",-1.5,1.5,0.2,-1.5,0.0511152000000001,0.1229328,-7.80000000000225e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"74",-1.5,1.5,0.2,-1,0.1237716,0.2759641,-0.000227800000000111,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"75",-1.5,1.5,0.2,1,0.196001,0.4645943,-0.000454300000000019,3,4,1,2,3,4,1,2,2,4,1,3,3,4,1,2
"76",-1.5,1.5,0.2,1.5,0.1902717,0.451992,-0.000221999999999833,3,4,1,2,3,4,1,2,2,4,1,3,3,4,1,2
"77",-1.5,1.5,0.75,-1.5,0.0512651000000002,0.1227934,1.58000000000103e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"78",-1.5,1.5,0.75,-1,0.1244049,0.2756804,-0.000841399999999992,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"79",-1.5,1.5,0.75,1,0.1957281,0.4645434,-3.39999999999785e-05,3,4,1,2,3,4,1,2,2,4,1,3,3,4,1,2
"80",-1.5,1.5,0.75,1.5,0.190285,0.4516368,-0.000200199999999984,3,4,1,2,3,4,1,2,2,4,1,3,3,4,1,2
"81",-0.5,-1.5,-0.75,-1.5,0.00264679999999995,-0.2017776,0.000140600000000046,3,1,4,2,4,2,3,1,3,1,2,4,4,1,3,2
"82",-0.5,-1.5,-0.75,-1,0.00790580000000018,-0.1825926,0.000367499999999965,3,1,4,2,4,2,3,1,3,1,2,4,3,1,4,2
"83",-0.5,-1.5,-0.75,1,0.0276876,0.0335976000000001,0.000390500000000071,3,1,4,2,4,3,2,1,4,3,2,1,3,1,4,2
"84",-0.5,-1.5,-0.75,1.5,0.0302411999999999,0.0729019999999999,0.000463699999999845,3,1,4,2,4,3,2,1,4,3,2,1,3,1,4,2
"85",-0.5,-1.5,-0.2,-1.5,0.00212839999999992,-0.2017435,0.000102500000000005,4,1,3,2,4,2,3,1,3,1,2,4,4,1,3,2
"86",-0.5,-1.5,-0.2,-1,0.00797110000000012,-0.1823885,0.000253999999999865,3,1,4,2,4,2,3,1,3,1,2,4,3,1,4,2
"87",-0.5,-1.5,-0.2,1,0.0275341000000001,0.0334851,0.000829799999999992,3,1,4,2,4,3,2,1,4,3,2,1,3,1,4,2
"88",-0.5,-1.5,-0.2,1.5,0.0299028,0.0727693,0.000365600000000077,3,1,4,2,4,3,2,1,4,3,2,1,3,1,4,2
"89",-0.5,-1.5,0.2,-1.5,0.00233950000000005,-0.2019893,4.61000000000489e-05,4,2,3,1,4,2,3,1,3,1,2,4,4,1,3,2
"90",-0.5,-1.5,0.2,-1,0.00810850000000007,-0.1824362,0.000197000000000003,4,2,3,1,4,2,3,1,3,1,2,4,3,1,4,2
"91",-0.5,-1.5,0.2,1,0.0280715000000002,0.0335826,0.000325600000000148,4,1,3,2,4,3,2,1,4,3,2,1,3,1,4,2
"92",-0.5,-1.5,0.2,1.5,0.0305219,0.072821,0.000235300000000049,4,1,3,2,4,3,2,1,4,3,2,1,3,1,4,2
"93",-0.5,-1.5,0.75,-1.5,0.0022799,-0.2017787,0.000170999999999921,4,2,3,1,4,2,3,1,3,1,2,4,4,1,3,2
"94",-0.5,-1.5,0.75,-1,0.00806990000000007,-0.1824554,0.000115900000000058,4,2,3,1,4,2,3,1,3,1,2,4,3,1,4,2
"95",-0.5,-1.5,0.75,1,0.0279497000000001,0.0338045,0.000243199999999999,4,2,3,1,4,3,2,1,4,3,2,1,3,1,4,2
"96",-0.5,-1.5,0.75,1.5,0.030286,0.0731885999999999,0.000265700000000035,4,2,3,1,4,3,2,1,4,3,2,1,3,1,4,2
"97",-0.5,-1,-0.75,-1.5,-0.00626860000000007,-0.1915878,0.000182899999999986,3,1,4,2,4,1,2,3,3,1,2,4,4,1,3,2
"98",-0.5,-1,-0.75,-1,-0.00680829999999999,-0.1693594,0.00040819999999997,3,1,4,2,4,1,3,2,3,1,2,4,4,1,3,2
"99",-0.5,-1,-0.75,1,0.0212314000000001,0.00901249999999998,0.000229399999999935,3,1,4,2,4,3,1,2,4,2,1,3,4,1,3,2
"100",-0.5,-1,-0.75,1.5,0.0260011999999999,0.0355498999999999,0.000391499999999989,3,1,4,2,4,2,1,3,4,2,1,3,4,1,3,2
"101",-0.5,-1,-0.2,-1.5,-0.00666959999999994,-0.1915586,0.000476200000000038,4,1,3,2,4,1,2,3,3,1,2,4,4,1,3,2
"102",-0.5,-1,-0.2,-1,-0.0067292000000001,-0.1694187,0.000377300000000025,4,1,3,2,4,1,3,2,3,1,2,4,4,1,3,2
"103",-0.5,-1,-0.2,1,0.0211918,0.00909740000000003,0.000213999999999936,3,1,4,2,4,3,1,2,4,2,1,3,4,1,3,2
"104",-0.5,-1,-0.2,1.5,0.0260509999999999,0.0355899000000001,0.000146399999999991,3,1,4,2,4,2,1,3,4,2,1,3,4,1,3,2
"105",-0.5,-1,0.2,-1.5,-0.00634979999999996,-0.1917084,9.58000000000903e-05,4,1,3,2,4,1,2,3,3,1,2,4,4,1,3,2
"106",-0.5,-1,0.2,-1,-0.0065634,-0.1697231,0.000337499999999991,4,1,3,2,4,1,3,2,3,1,2,4,4,1,3,2
"107",-0.5,-1,0.2,1,0.0210075,0.0090714999999999,-5.87000000000781e-05,4,1,3,2,4,3,1,2,4,2,1,3,4,1,3,2
"108",-0.5,-1,0.2,1.5,0.0262078,0.0352998,-0.000146599999999997,4,1,3,2,4,2,1,3,4,2,1,3,4,1,3,2
"109",-0.5,-1,0.75,-1.5,-0.00650649999999997,-0.191696,0.000234999999999985,4,1,3,2,4,1,2,3,3,1,2,4,4,1,3,2
"110",-0.5,-1,0.75,-1,-0.00646759999999991,-0.169336,0.000449199999999927,4,1,3,2,4,1,3,2,3,1,2,4,4,1,3,2
"111",-0.5,-1,0.75,1,0.0210273,0.00906870000000004,-4.11000000000161e-05,4,2,3,1,4,3,1,2,4,2,1,3,4,1,3,2
"112",-0.5,-1,0.75,1.5,0.0258318,0.0353965000000001,-5.40999999999459e-05,4,3,1,2,4,2,1,3,4,2,1,3,4,1,3,2
"113",-0.5,0,-0.75,-1.5,-0.00384379999999995,-0.1268902,8.83000000000411e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"114",-0.5,0,-0.75,-1,-0.00329900000000005,-0.1220258,0.000108900000000078,3,1,4,2,4,1,2,3,3,1,2,4,4,1,2,3
"115",-0.5,0,-0.75,1,0.0120275,0.0236970000000001,0.000196399999999985,4,1,3,2,4,2,1,3,4,2,1,3,4,1,2,3
"116",-0.5,0,-0.75,1.5,0.0143407000000001,0.0346901000000001,0.000147200000000014,4,1,2,3,4,2,1,3,4,2,1,3,4,2,1,3
"117",-0.5,0,-0.2,-1.5,-0.00357720000000006,-0.1268697,0.000196100000000032,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"118",-0.5,0,-0.2,-1,-0.00350689999999998,-0.1222147,-3.4400000000101e-05,4,1,2,3,4,1,2,3,3,1,2,4,4,1,2,3
"119",-0.5,0,-0.2,1,0.0120410999999999,0.0235791,9.06999999999991e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,1,2,3
"120",-0.5,0,-0.2,1.5,0.0139191,0.0345176,3.39999999999785e-05,4,1,2,3,4,2,1,3,4,2,1,3,4,2,1,3
"121",-0.5,0,0.2,-1.5,-0.00376230000000011,-0.1274384,-4.91000000000241e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"122",-0.5,0,0.2,-1,-0.0039612,-0.1225223,-2.33999999998957e-05,4,1,2,3,4,1,2,3,3,1,2,4,4,1,2,3
"123",-0.5,0,0.2,1,0.0121742,0.023567,-6.99999999964618e-07,4,2,1,3,4,2,1,3,4,2,1,3,4,1,2,3
"124",-0.5,0,0.2,1.5,0.0137072,0.0346315,-3.64999999998838e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"125",-0.5,0,0.75,-1.5,-0.00373509999999999,-0.1269273,0.000187900000000019,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"126",-0.5,0,0.75,-1,-0.00339430000000007,-0.122464,-0.000115500000000046,4,1,2,3,4,1,2,3,3,1,2,4,4,1,2,3
"127",-0.5,0,0.75,1,0.0120357000000001,0.0234385,-8.4000000000195e-06,4,2,1,3,4,2,1,3,4,2,1,3,4,1,2,3
"128",-0.5,0,0.75,1.5,0.0139410999999999,0.0343144000000001,2.18000000000718e-05,4,2,1,3,4,2,1,3,4,2,1,3,4,2,1,3
"129",-0.5,1,-0.75,-1.5,0.0110043000000001,0.00840739999999995,0.000158999999999909,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"130",-0.5,1,-0.75,-1,0.0253783999999999,0.0268951000000001,1.46000000000868e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"131",-0.5,1,-0.75,1,0.0655081,0.1236578,0.000261100000000014,4,3,1,2,4,2,1,3,4,2,1,3,4,3,1,2
"132",-0.5,1,-0.75,1.5,0.0673451,0.1240769,0.000164199999999948,4,3,1,2,4,2,1,3,4,2,1,3,4,3,1,2
"133",-0.5,1,-0.2,-1.5,0.0106849,0.00878730000000005,0.000146399999999991,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"134",-0.5,1,-0.2,-1,0.0251806999999999,0.0266778,8.09999999998867e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"135",-0.5,1,-0.2,1,0.0653258999999999,0.1233657,-0.00010510000000008,4,3,1,2,4,2,1,3,4,2,1,3,4,3,1,2
"136",-0.5,1,-0.2,1.5,0.0674019000000001,0.1241862,0.000113300000000094,4,3,1,2,4,2,1,3,4,2,1,3,4,3,1,2
"137",-0.5,1,0.2,-1.5,0.0109003,0.00825240000000005,0.000363500000000072,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"138",-0.5,1,0.2,-1,0.0255741,0.0266488,0.000144799999999945,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"139",-0.5,1,0.2,1,0.0652389,0.1233068,2.7200000000005e-05,4,3,1,2,4,2,1,3,4,2,1,3,4,3,1,2
"140",-0.5,1,0.2,1.5,0.0678059,0.1243845,0.000108899999999967,4,3,1,2,4,2,1,3,4,2,1,3,4,3,1,2
"141",-0.5,1,0.75,-1.5,0.0106666000000001,0.00838649999999985,0.000135400000000008,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"142",-0.5,1,0.75,-1,0.0253865,0.0267138,-0.000219200000000086,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"143",-0.5,1,0.75,1,0.0654405,0.1235914,0.000118299999999905,4,3,1,2,4,2,1,3,4,2,1,3,4,3,1,2
"144",-0.5,1,0.75,1.5,0.0677140000000001,0.1244187,-0.000109899999999996,4,3,1,2,4,2,1,3,4,2,1,3,4,3,1,2
"145",-0.5,1.5,-0.75,-1.5,0.0168721999999999,0.0660369999999999,5.26999999999056e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"146",-0.5,1.5,-0.75,-1,0.0401516000000001,0.0936816,-7.2799999999873e-05,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"147",-0.5,1.5,-0.75,1,0.0936621999999999,0.1563661,8.48999999999434e-05,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"148",-0.5,1.5,-0.75,1.5,0.0974402,0.1512852,-9.61000000000434e-05,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"149",-0.5,1.5,-0.2,-1.5,0.0172238999999998,0.0663885999999999,-3.18000000001373e-05,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"150",-0.5,1.5,-0.2,-1,0.0400870000000001,0.0938225999999999,-4.75000000000891e-05,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"151",-0.5,1.5,-0.2,1,0.0938597,0.1562963,0.000177399999999883,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"152",-0.5,1.5,-0.2,1.5,0.0978665,0.151373,0.000122400000000078,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"153",-0.5,1.5,0.2,-1.5,0.0170014000000001,0.0660101000000001,-0.000452699999999862,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"154",-0.5,1.5,0.2,-1,0.0397558,0.0931453999999999,-0.000158199999999997,3,2,1,4,3,1,2,4,3,1,2,4,3,2,1,4
"155",-0.5,1.5,0.2,1,0.0942811,0.1563478,-5.67000000000206e-05,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"156",-0.5,1.5,0.2,1.5,0.0980697,0.1515147,-6.54000000001043e-05,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"157",-0.5,1.5,0.75,-1.5,0.0167829000000002,0.0663018999999999,-0.0001023,3,1,2,4,3,1,2,4,3,1,2,4,3,1,2,4
"158",-0.5,1.5,0.75,-1,0.0401607,0.0938315,-0.000180300000000022,3,1,2,4,3,1,2,4,3,1,2,4,3,2,1,4
"159",-0.5,1.5,0.75,1,0.0941628999999999,0.1566275,8.62999999999836e-05,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"160",-0.5,1.5,0.75,1.5,0.0981656,0.151313,-7.08999999999849e-05,3,4,1,2,4,2,1,3,4,2,1,3,3,4,1,2
"161",0.5,-1.5,-0.75,-1.5,-0.00366460000000002,-0.1727055,-0.000159200000000137,4,1,3,2,4,2,3,1,3,1,2,4,4,1,3,2
"162",0.5,-1.5,-0.75,-1,-0.00301909999999983,-0.1389636,-0.000189300000000059,4,1,3,2,4,2,3,1,4,1,2,3,4,1,3,2
"163",0.5,-1.5,-0.75,1,0.0207324000000001,0.0926038,0.000458599999999976,4,1,3,2,4,2,3,1,4,1,3,2,4,1,3,2
"164",0.5,-1.5,-0.75,1.5,0.0243866,0.1346876,0.000133599999999956,4,1,3,2,4,2,3,1,4,1,3,2,4,1,3,2
"165",0.5,-1.5,-0.2,-1.5,-0.00361139999999993,-0.1725923,-0.000137399999999954,4,1,3,2,4,2,3,1,3,1,2,4,4,1,3,2
"166",0.5,-1.5,-0.2,-1,-0.00323129999999994,-0.1389759,0.000133700000000014,4,1,3,2,4,2,3,1,4,1,2,3,4,1,3,2
"167",0.5,-1.5,-0.2,1,0.0207350000000001,0.0923624,9.87999999999545e-05,4,1,3,2,4,2,3,1,4,1,3,2,4,1,3,2
"168",0.5,-1.5,-0.2,1.5,0.0242234,0.1346398,-2.23000000000306e-05,4,1,3,2,4,2,3,1,4,1,3,2,4,1,3,2
"169",0.5,-1.5,0.2,-1.5,-0.00332250000000001,-0.1727607,-3.92999999999644e-05,4,2,3,1,4,2,3,1,3,1,2,4,4,1,3,2
"170",0.5,-1.5,0.2,-1,-0.00279289999999999,-0.1388751,0.000237900000000124,4,1,3,2,4,2,3,1,4,1,2,3,4,1,3,2
"171",0.5,-1.5,0.2,1,0.0211707,0.0922977,0.000104899999999963,4,1,3,2,4,2,3,1,4,1,3,2,4,1,3,2
"172",0.5,-1.5,0.2,1.5,0.0243131,0.1346589,0.000229799999999947,4,1,3,2,4,2,3,1,4,1,3,2,4,1,3,2
"173",0.5,-1.5,0.75,-1.5,-0.00320399999999998,-0.1726624,-1.47000000000341e-05,4,2,3,1,4,2,3,1,3,1,2,4,4,1,3,2
"174",0.5,-1.5,0.75,-1,-0.00325949999999997,-0.1389528,0.000108500000000067,4,2,3,1,4,2,3,1,4,1,2,3,4,1,3,2
"175",0.5,-1.5,0.75,1,0.0211563,0.0922202,-4.27000000000621e-05,4,1,3,2,4,2,3,1,4,1,3,2,4,1,3,2
"176",0.5,-1.5,0.75,1.5,0.0247023999999999,0.1345042,-1.32000000000465e-05,4,1,3,2,4,2,3,1,4,1,3,2,4,1,3,2
"177",0.5,-1,-0.75,-1.5,0.00647940000000002,-0.1623424,3.1200000000009e-05,3,1,4,2,4,2,3,1,3,1,2,4,3,1,4,2
"178",0.5,-1,-0.75,-1,0.00545819999999986,-0.1309338,-6.60999999999579e-05,3,1,4,2,4,2,3,1,3,1,2,4,3,1,4,2
"179",0.5,-1,-0.75,1,-0.00397069999999988,0.0316010000000001,0.000278499999999959,3,1,4,2,4,2,3,1,4,1,3,2,3,1,4,2
"180",0.5,-1,-0.75,1.5,-0.00472359999999994,0.0527278,0.000429899999999983,3,1,4,2,4,2,3,1,4,1,3,2,3,1,4,2
"181",0.5,-1,-0.2,-1.5,0.00622140000000004,-0.1623501,0.000231300000000045,3,1,4,2,4,2,3,1,3,1,2,4,3,1,4,2
